date,symbol,positive,neutral,negative,count
2019-01-31,Agilent Technologies (A),0.9514239390580287,0.04857301949168481,3.0414502865150353e-06,6.797164976872722
2019-01-31,American Airlines Group (AAL),0.7810057421579688,0.18704999782863616,0.031944260013394905,11.748911069412806
2019-01-31,Advance Auto Parts (AAP),0.4982849539230578,0.4065019376910889,0.09521310838585309,14.387518466166528
2019-01-31,Apple (AAPL),0.5521395794331987,0.44786042056680114,0.0,26.967554643145757
2019-01-31,AbbVie (ABBV),0.3149387622620443,0.5276114595206722,0.1574497782172834,10.80098247107023
2019-01-31,AmerisourceBergen (ABC),0.5259669641383525,0.4728751018964697,0.001157933965177607,8.923987438152638
2019-01-31,Abiomed (ABMD),0.744902928128798,0.2550970718712018,0.0,3.890070281178167
2019-01-31,Abbott (ABT),0.8054681915380535,0.1842165414969349,0.010315266965011694,12.928299794355553
2019-01-31,Accenture (ACN),0.5588339449722698,0.42333350948163806,0.01783254554609202,13.234373437210147
2019-01-31,Adobe (ADBE),0.6989523180767351,0.2993645137212634,0.001683168202001207,18.799112386231943
2019-01-31,Analog Devices (ADI),0.6117616793947079,0.34515208718230883,0.043086233422983185,15.871458417460879
2019-01-31,ADM (ADM),0.49317150856727227,0.49495598081936865,0.011872510613359172,9.65559943050993
2019-01-31,ADP (ADP),0.45915452334712464,0.5133457393948213,0.027499737258053984,12.777275357889042
2019-01-31,Autodesk (ADSK),0.7565155105644149,0.23530723309319074,0.00817725634239429,13.51568313272833
2019-01-31,Ameren (AEE),0.20793918351703383,0.691102310682891,0.10095850580007482,4.911158652307551
2019-01-31,American Electric Power (AEP),0.7078462241758504,0.2898510801703644,0.002302695653785084,12.355261588637262
2019-01-31,AES (AES),0.39681780372127273,0.5757256785316104,0.027456517747116955,3.841550290833586
2019-01-31,Aflac (AFL),0.28605841981291386,0.5955226305126096,0.11841894967447653,8.750715476191571
2019-01-31,AIG (AIG),0.6445173186538586,0.3454053442413156,0.010077337104825633,9.014223510375698
2019-01-31,Assurant (AIZ),0.9150192947682975,0.08479121318778844,0.00018949204391391258,2.6103272206860426
2019-01-31,Gallagher (AJG),0.549155694724976,0.43399960868409343,0.016844696590930547,5.046376262430901
2019-01-31,Akamai (AKAM),0.44841079007774187,0.528180676755073,0.023408533167185157,11.840024219244224
2019-01-31,Albemarle (ALB),0.7494331826417635,0.14244007970017689,0.1081267376580596,12.664167833744488
2019-01-31,Align (ALGN),0.7632056114062832,0.23679316705464984,1.2215390671696031e-06,9.958014481101198
2019-01-31,Alaska Air Group (ALK),0.6001793205548263,0.34808527421136765,0.05173540523380607,13.816629360921814
2019-01-31,Allstate (ALL),0.3685343982437651,0.6242185008580279,0.007247100898207167,11.092834591238665
2019-01-31,Allegion (ALLE),0.6496553623090242,0.35034463769097596,0.0,5.687353277061807
2019-01-31,Applied Materials (AMAT),0.6978265057136557,0.3002030335717913,0.001970460714552945,15.616633373752363
2019-01-31,AMD (AMD),0.3254053625500019,0.5502249998535138,0.1243696375964843,16.16116885031414
2019-01-31,Ametek (AME),0.9117187152787175,0.08828128472128217,0.0,6.69143997309742
2019-01-31,Amgen (AMGN),0.33375800103691894,0.6648994441136828,0.0013425548493982789,12.03258703085088
2019-01-31,Ameriprise Financial (AMP),0.41252087295331785,0.5874791270466821,0.0,5.8803754341590455
2019-01-31,American Tower (AMT),0.6770353707812495,0.3229646292187506,0.0,9.690491910934178
2019-01-31,Amazon (AMZN),0.980619522226659,0.019362146821712778,1.8330951628193387e-05,24.325680695572817
2019-01-31,Arista (ANET),0.5312584425796207,0.42410875303838763,0.0446328043819916,18.414157469747863
2019-01-31,Ansys (ANSS),0.6014976551292427,0.23527728011611002,0.1632250647546471,7.004552341875965
2019-01-31,Anthem (ANTM),0.8322565199373687,0.16774348006263137,0.0,11.529886227409788
2019-01-31,Aon (AON),0.3626173674204082,0.6341125917714321,0.003270040808159957,8.685046649990738
2019-01-31,A. O. Smith (AOS),0.5225414127194603,0.4774585872805396,0.0,5.19994759047717
2019-01-31,APA Corporation (APA),0.24101610734628898,0.4157704166872224,0.3432134759664887,10.998637754035334
2019-01-31,Air Products (APD),0.91938977898485,0.06638906863143165,0.014221152383718374,10.436224288452784
2019-01-31,Amphenol (APH),0.596669552575786,0.40333044742421387,0.0,4.91826322791182
2019-01-31,Aptiv (APTV),0.8444778511141282,0.04419379286661837,0.11132835601925316,10.052837208469436
2019-01-31,Alexandria (ARE),0.8131361562275844,0.18686384377241566,0.0,4.157393054511703
2019-01-31,Atmos Energy (ATO),0.5557801202660595,0.25349067539434883,0.19072920433959153,4.725131708645843
2019-01-31,Activision Blizzard (ATVI),0.6501794389199287,0.34272528266033986,0.007095278419731485,14.886588542267594
2019-01-31,AvalonBay Communities (AVB),0.40506573926444345,0.5940680286488814,0.0008662320866751837,12.726985892390628
2019-01-31,Broadcom (AVGO),0.7978080199566524,0.20219198004334754,0.0,20.234765931011207
2019-01-31,Avery Dennison (AVY),0.6994852127335061,0.29433401971477857,0.00618076755171534,6.598570280759267
2019-01-31,American Water (AWK),0.5988176956137532,0.40118230438624664,0.0,7.313798789024654
2019-01-31,American Express (AXP),0.5150785524909447,0.4356182964649746,0.04930315104408063,12.609478466284362
2019-01-31,AutoZone (AZO),0.6375813646222859,0.36240260091289134,1.6034464822810866e-05,11.377206471282365
2019-01-31,Boeing (BA),0.5934297104980519,0.39440237235690523,0.012167917145042768,11.478650476380174
2019-01-31,Bank of America (BAC),0.48121222076358205,0.5187832010598847,4.578176532947444e-06,8.384580738275423
